공고ID,사업명,주관부처,분야,사업설명,주요키워드,공고링크,마감일,키워드리스트,source
R25BK00583594,소나무재선충병 방제사업(2차)(북후지구) - 수의시담,경상북도 안동시,조달청 또는 나라장터 자체 공고건,소나무재선충병 방제사업(2차)(북후지구) - 수의시담,"소나무재선충병,방제사업,2차,북후지구,수의시담",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-16 12:00:00,"['소나무재선충병', '방제사업', '2차', '북후지구', '수의시담']",bid_list_converted.csv
R25BK00583626,소나무재선충병 방제사업(2차)(서후지구) - 수의시담,경상북도 안동시,조달청 또는 나라장터 자체 공고건,소나무재선충병 방제사업(2차)(서후지구) - 수의시담,"소나무재선충병,방제사업,2차,서후지구,수의시담",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-16 12:00:00,"['소나무재선충병', '방제사업', '2차', '서후지구', '수의시담']",bid_list_converted.csv
R25BK00578185,공대3호관 등 4개동 석면해체제거공사(건축),전북대학교,조달청 또는 나라장터 자체 공고건,공대3호관 등 4개동 석면해체제거공사(건축),"공대3호관,4개동,석면해체제거공사,건축",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-23 10:00:00,"['공대3호관', '4개동', '석면해체제거공사', '건축']",bid_list_converted.csv
R25BK00582531,2025년 수동면 생활불편 민원처리 단가계약(1차),경기도 남양주시 수동면,조달청 또는 나라장터 자체 공고건,2025년 수동면 생활불편 민원처리 단가계약(1차),"2025년,수동면,생활불편,민원처리,단가계약,1차",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-22 10:00:00,"['2025년', '수동면', '생활불편', '민원처리', '단가계약', '1차']",bid_list_converted.csv
R25BK00583095,안사면 기초생활거점조성사업 소방공사 ,한국농어촌공사 경북지역본부 의성.군위지사,조달청 또는 나라장터 자체 공고건,안사면 기초생활거점조성사업 소방공사 ,"안사면,기초생활거점조성사업,소방공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-15 18:00:00,"['안사면', '기초생활거점조성사업', '소방공사']",bid_list_converted.csv
R25BK00582954,산내초 공간재구조화 조성 소방공사,대전광역시교육청 대전광역시동부교육지원청,조달청 또는 나라장터 자체 공고건,산내초 공간재구조화 조성 소방공사,"산내초,공간재구조화,조성,소방공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-22 10:00:00,"['산내초', '공간재구조화', '조성', '소방공사']",bid_list_converted.csv
R25BK00583516,진사지구 수리시설개보수사업 토목공사,한국농어촌공사 경기지역본부 안성지사,조달청 또는 나라장터 자체 공고건,진사지구 수리시설개보수사업 토목공사,"진사지구,수리시설개보수사업,토목공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-22 10:00:00,"['진사지구', '수리시설개보수사업', '토목공사']",bid_list_converted.csv
R25BK00583642,소나무재선충병 방제사업(2차)(풍산지구) - 수의시담,경상북도 안동시,조달청 또는 나라장터 자체 공고건,소나무재선충병 방제사업(2차)(풍산지구) - 수의시담,"소나무재선충병,방제사업,2차,풍산지구,수의시담",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-16 12:00:00,"['소나무재선충병', '방제사업', '2차', '풍산지구', '수의시담']",bid_list_converted.csv
R25BK00580705,공대3호관 등 4개동 천장재설치 및 기타공사,전북대학교,조달청 또는 나라장터 자체 공고건,공대3호관 등 4개동 천장재설치 및 기타공사,"공대3호관,4개동,천장재설치,기타공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-23 10:00:00,"['공대3호관', '4개동', '천장재설치', '기타공사']",bid_list_converted.csv
R25BK00581524,2025년 상반기 소나무재선충병 피해목 제거사업(1차),울산광역시 중구,조달청 또는 나라장터 자체 공고건,2025년 상반기 소나무재선충병 피해목 제거사업(1차),"2025년,상반기,소나무재선충병,피해목,제거사업,1차",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-21 10:00:00,"['2025년', '상반기', '소나무재선충병', '피해목', '제거사업', '1차']",bid_list_converted.csv
R25BK00583659,2025년 공원 전기시설 보수 단가공사(남부권역),경기도 평택시,조달청 또는 나라장터 자체 공고건,2025년 공원 전기시설 보수 단가공사(남부권역),"2025년,공원,전기시설,보수,단가공사,남부권역",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-21 12:00:00,"['2025년', '공원', '전기시설', '보수', '단가공사', '남부권역']",bid_list_converted.csv
R25BK00582594,남산교 보수·보강공사,한국농어촌공사 영산강사업단,조달청 또는 나라장터 자체 공고건,남산교 보수·보강공사,"남산교,보수,보강공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-23 10:00:00,"['남산교', '보수', '보강공사']",bid_list_converted.csv
R25BK00581698,2025년 마도면 도로 유지보수 및 응급복구 공사(단가계약) 소액수의 견적제출 공고,경기도 화성시 마도면,조달청 또는 나라장터 자체 공고건,2025년 마도면 도로 유지보수 및 응급복구 공사(단가계약) 소액수의 견적제출 공고,"2025년,마도면,도로,유지보수,응급복구,공사,단가계약,소액수의,견적제출,공고",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-22 10:00:00,"['2025년', '마도면', '도로', '유지보수', '응급복구', '공사', '단가계약', '소액수의', '견적제출', '공고']",bid_list_converted.csv
R25BK00583687,제1학생회관 로비 환경개선 전기공사,충북대학교,조달청 또는 나라장터 자체 공고건,제1학생회관 로비 환경개선 전기공사,"제1학생회관,로비,환경개선,전기공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-21 10:00:00,"['제1학생회관', '로비', '환경개선', '전기공사']",bid_list_converted.csv
R25BK00583033,부동지구 수리시설개보수사업 건축공사,한국농어촌공사 경북지역본부 고령지사,조달청 또는 나라장터 자체 공고건,부동지구 수리시설개보수사업 건축공사,"부동지구,수리시설개보수사업,건축공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-21 10:00:00,"['부동지구', '수리시설개보수사업', '건축공사']",bid_list_converted.csv
R25BK00583476,문동마을 직판장 건립사업 건축공사,부산광역시 기장군,조달청 또는 나라장터 자체 공고건,문동마을 직판장 건립사업 건축공사,"문동마을,직판장,건립사업,건축공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-21 10:00:00,"['문동마을', '직판장', '건립사업', '건축공사']",bid_list_converted.csv
R25BK00583086,서호6지구 용배수로 수리시설개보수사업 토목공사,한국농어촌공사 전남지역본부 영암지사,조달청 또는 나라장터 자체 공고건,서호6지구 용배수로 수리시설개보수사업 토목공사,"서호6지구,용배수로,수리시설개보수사업,토목공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-31 10:00:00,"['서호6지구', '용배수로', '수리시설개보수사업', '토목공사']",bid_list_converted.csv
R25BK00579433,2025년 제천시 누수탐사 응급복구공사(단가계약)(시외지역),충청북도 제천시 수도사업소,조달청 또는 나라장터 자체 공고건,2025년 제천시 누수탐사 응급복구공사(단가계약)(시외지역),"2025년,제천시,누수탐사,응급복구공사,단가계약,시외지역",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-21 10:00:00,"['2025년', '제천시', '누수탐사', '응급복구공사', '단가계약', '시외지역']",bid_list_converted.csv
R25BK00583677,"2025년 아산시 버스승강장 유지보수공사(단가계약, 2권역)",충청남도 아산시,조달청 또는 나라장터 자체 공고건,"2025년 아산시 버스승강장 유지보수공사(단가계약, 2권역)","2025년,아산시,버스승강장,유지보수공사,단가계약,2권역",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-21 12:00:00,"['2025년', '아산시', '버스승강장', '유지보수공사', '단가계약', '2권역']",bid_list_converted.csv
R25BK00580466,2025년 제천시 누수탐사 응급복구공사(단가계약)(시내지역),충청북도 제천시 수도사업소,조달청 또는 나라장터 자체 공고건,2025년 제천시 누수탐사 응급복구공사(단가계약)(시내지역),"2025년,제천시,누수탐사,응급복구공사,단가계약,시내지역",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-21 10:00:00,"['2025년', '제천시', '누수탐사', '응급복구공사', '단가계약', '시내지역']",bid_list_converted.csv
R25BK00583651,가야산서지구 숲가꾸기산물수집사업,함안군산림조합,조달청 또는 나라장터 자체 공고건,가야산서지구 숲가꾸기산물수집사업,"가야산서지구,숲가꾸기산물수집사업",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-20 17:00:00,"['가야산서지구', '숲가꾸기산물수집사업']",bid_list_converted.csv
R25BK00583703,"지산배수지(1,3지) 타일 철거 공사",경기도 평택시 상하수도사업소,조달청 또는 나라장터 자체 공고건,"지산배수지(1,3지) 타일 철거 공사","지산배수지,3지,타일,철거,공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-21 10:00:00,"['지산배수지', '3지', '타일', '철거', '공사']",bid_list_converted.csv
R25BK00583416,(지방대학활성화사업) 2024년 특성화학과 연구공간 및 강의실 교육환경 개선 공사,한라대학교,조달청 또는 나라장터 자체 공고건,(지방대학활성화사업) 2024년 특성화학과 연구공간 및 강의실 교육환경 개선 공사,"지방대학활성화사업,2024년,특성화학과,연구공간,강의실,교육환경,개선,공사",https://www.data.go.kr/data/15129394/openapi.do#/,,"['지방대학활성화사업', '2024년', '특성화학과', '연구공간', '강의실', '교육환경', '개선', '공사']",bid_list_converted.csv
R25BK00583641,대구지사 관리동 비상대피로 표시 공사,한국지역난방공사 대구지사,조달청 또는 나라장터 자체 공고건,대구지사 관리동 비상대피로 표시 공사,"대구지사,관리동,비상대피로,표시,공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-16 16:00:00,"['대구지사', '관리동', '비상대피로', '표시', '공사']",bid_list_converted.csv
R25BK00583580,2025년 상반기 제천시 재해취약시설물 정비공사(단가계약),충청북도 제천시,조달청 또는 나라장터 자체 공고건,2025년 상반기 제천시 재해취약시설물 정비공사(단가계약),"2025년,상반기,제천시,재해취약시설물,정비공사,단가계약",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-21 10:00:00,"['2025년', '상반기', '제천시', '재해취약시설물', '정비공사', '단가계약']",bid_list_converted.csv
R25BK00583681,대불로 아스콘 덧씌우기 공사,전라남도 영암군,조달청 또는 나라장터 자체 공고건,대불로 아스콘 덧씌우기 공사,"대불로,아스콘,덧씌우기,공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-21 10:00:00,"['대불로', '아스콘', '덧씌우기', '공사']",bid_list_converted.csv
R25BK00582849,환선굴 진입교량 설치공사,강원특별자치도 삼척시,조달청 또는 나라장터 자체 공고건,환선굴 진입교량 설치공사,"환선굴,진입교량,설치공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-21 10:00:00,"['환선굴', '진입교량', '설치공사']",bid_list_converted.csv
R25BK00583745,2025년 서신면 가로(보안)등 연간 보수공사(단가계약) 수의견적 제출 공고,경기도 화성시 서신면,조달청 또는 나라장터 자체 공고건,2025년 서신면 가로(보안)등 연간 보수공사(단가계약) 수의견적 제출 공고,"2025년,서신면,가로,보안,연간,보수공사,단가계약,수의견적,제출,공고",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-23 11:00:00,"['2025년', '서신면', '가로', '보안', '연간', '보수공사', '단가계약', '수의견적', '제출', '공고']",bid_list_converted.csv
R25BK00582247,경화여고 공간재구조화사업 리모델링 전기공사,조달청 서울지방조달청,조달청 또는 나라장터 자체 공고건,경화여고 공간재구조화사업 리모델링 전기공사,"경화여고,공간재구조화사업,리모델링,전기공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-07 10:00:00,"['경화여고', '공간재구조화사업', '리모델링', '전기공사']",bid_list_converted.csv
R25BK00583754,청북배수지(증설) 수계전환용 송수관 연계공사,경기도 평택시 상하수도사업소,조달청 또는 나라장터 자체 공고건,청북배수지(증설) 수계전환용 송수관 연계공사,"청북배수지,증설,수계전환용,송수관,연계공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-21 10:00:00,"['청북배수지', '증설', '수계전환용', '송수관', '연계공사']",bid_list_converted.csv
R25BK00582119,2025년 가로변 재해예방 및 긴급복구 단가공사(동탄),경기도 화성시 공원녹지사업소,조달청 또는 나라장터 자체 공고건,2025년 가로변 재해예방 및 긴급복구 단가공사(동탄),"2025년,가로변,재해예방,긴급복구,단가공사,동탄",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-22 15:00:00,"['2025년', '가로변', '재해예방', '긴급복구', '단가공사', '동탄']",bid_list_converted.csv
